id,tweet,subtask_a,subtask_b,subtask_c
33592,ren it is not your fault she does not specify just what is n t all of it he did not make his father do anything his father chose to be the coward he was at he question her hand rose to her throat clasping it lightly she is ravenous she has been for some time,OFF,TIN,IND
24567,funny how so many liberals throw around the word bigot when someone has a different opinion,NOT,,
59318,be to advocates gun control which would leave is defenseless to this,OFF,TIN,IND
71334,then tell your pal soros to stop funding hate groups like antifa,NOT,,
29728,you do scare americans w ur fake dem platform it is mainly ur corrupt gop ethics being ok w supporting pedo files treason amp voter suppression amp the like dems actually want improved health care for all sensible gun control humane immigration policies amp to help all not just ers,NOT,,
67157,ask kerry about benghazi its a subject he lies with much more authority on,NOT,,
57325,this is gun control,OFF,UNT,
51159,even if the sexual misconduct is by gay yr old gop men the y would call it youthful in descretion amp get a mulligan from hypocritical evangelicals amp maga *sshats,OFF,UNT,
81718,sept at est expect emergency text message from trump if it says no collusion i am gonna sue someone resist maga,OFF,TIN,OTH
69798,better not bring to much attention to this guy the democrats might try to get him to run for office,NOT,,
20086,thank you mr president trump victory hand light skin tone united states united states united states united states united states maga,NOT,,
38539,tourists shot dead in nevada with gauge sawed off savage stevens d the nra calls gun control research unethical,NOT,,
79077,hey maga how is all that newfound wealth treat in ya dt really has his finger on the pulse of america,NOT,,
84226,my goodness you are a goddess yellow heart,NOT,,
76634,omg this will be so good,NOT,,
56098,any article headlined jesus the original deplorable is not worth even a second of anyone s time and the fact that your fox news watching self is accusing liberals of following their own biases over facts is hilarious or it would be hilarious if it was not so sad do better,NOT,,
44276,liberals will be complaining that his presence hurts recovery in,NOT,,
68158,actually he is a soy boy,OFF,TIN,IND
69725,i can tell you suck but sure,OFF,TIN,IND
85426,live now daddy dragon dragon face fire dragon on the constitution is the solution wwg wga bell maga frog face united states eagle mega frog face united kingdom eagle daddy dragon black mirror follow the white rabbit rabbit q qanon rabbit,NOT,,
26636,our president is not radicalizing anything your anti fa resist mobs are that is you gas lighting lol saul alinsky much we the people great awakening,OFF,TIN,IND
12654,but he is a hollywood elite,NOT,,
66023,so your in favor of gun control because that is what switzerland has am i correct in saying that,OFF,TIN,GRP
72430,i am waiting for qdrop wwg wga qanon q army maga,NOT,,
44307,there is no such thing as an antifa warrior they are all coward bitches marcus smart is tougher than that by far,OFF,TIN,GRP
56524,you do what you need to do you are an amazing person who cares what others think,NOT,,
19888,not quite accurate true conservatives dislike trump it is everybody who is not a liberal or conservative that is displeased with her,NOT,,
91030,s he is very affectionate and purrs non stop,NOT,,
31548,all we need now is a gang sign,NOT,,
98608,stop wasting your time and breath with he is a complete waste of space why not speak with the few decent folks on fox like baer or shep,NOT,,
76992,one from adelaide and one anti fa i now understand why your both so angry,NOT,,
98273,she is full of bs all she is fighting for is another million dollar payday,NOT,,
71662,forget monte l those who speak so speak from their own delusional disgusting truth he is not worth it trash pick up coming,OFF,TIN,IND
59139,ted cruz definitely took meme warfare lessons from trump after the primary impressive meme ing lately maga kag txsen keep texas red redwave,NOT,,
29166,he is one sick dude,OFF,TIN,IND
41177,liberal s the fbi can investigate if you ask also liberal s can you believe trump ordered an investigation of a private citizen he is a dictator,OFF,TIN,IND
49299,but antifa are only anti fascist romney told me so she would not throw a brick at you unless you we are a na anguished face,OFF,TIN,IND
27556,no problem cory r i p to your aunt crying face crying face crying face crying face we all know she is proud of what you have done over the years and she is in a better place now so do not worry she is watching over u red heart red heart red heart red heart,NOT,,
67931,he is like really smart,NOT,,
56610,who said canada even wants him we have enough entitled liberals here already,NOT,,
83601,i will have him at the height of ecstasy all over my body,OFF,UNT,
99132,keep up the good work jurky you will have ca broke by the time you leave just about there today yes i sold my property in rancho mirage limited hurt,NOT,,
69430,it is ok to accuse a person of a sex crime years after it happened for the use of obstructing a hearing for a supreme court justice you liberals have totally gone batshit crazy you will not slow down anything this november will show you that radical behavior does not work,NOT,,
89949,you definitely made judgements about me and your tweets prove it i made reasonable observations based on what you said about yourself you disagree and that is fine applying your own advice is something you should try make america great again america first maga usa united states,NOT,,
87800,and a new knife,NOT,,
87719,i am canadian live in the us and am ex canada special forces i have handled everything from a bb gun to mm howitzer beaming face with smiling eyes beaming face with smiling eyes and tow missles and anti tank weapons the us lack of gun control is by far the fucking stupidest part of this country too many morons with guns,OFF,TIN,GRP
43546,you are way off,NOT,,
39800,i love the comments about squishy conservatives and their support of the need for guest workers sounds like,NOT,,
