text,character,text_norm,token_text_norm,POS,POS_tagged,f_measure,word_count,length,diag_act,LE_C,TS,mispelled
I've got enough on my plate without taking a risk on her....,TANYA,i 've got enough on my plate without taking a risk on her ... .,ive got enough plate without taking risk,PRP VBP VBN RB IN PRP$ NN IN VBG DT NN IN PRP$ . . . .,I_PRP 've_VBP got_VBN enough_RB on_IN my_PRP$ plate_NN without_IN taking_VBG a_DT risk_NN on_IN her_PRP$ ._. ._. ._. ._.,46.15384615384615,13,60,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",12,5.0,0
So where you taking me then?,STEVEN,so where you taking me then ?,taking,RB WRB PRP VBG PRP RB .,So_RB where_WRB you_PRP taking_VBG me_PRP then_RB ?_.,0.0,6,28,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",6,0.0,0
Homesick.,SHIRLEY,homesick .,homesick,NNP .,Homesick_NNP ._.,100.0,1,9,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Will you jusr hold your horses, I wanna get this right.",STACEY,"will you jusr hold your horses , i wan na get this right .",jusr hold horse wanna get right,"MD PRP VB VB PRP$ NNS , PRP VBP TO VB DT NN .","Will_MD you_PRP jusr_VB hold_VB your_PRP$ horses_NNS ,_, I_PRP wan_VBP na_TO get_VB this_DT right_NN ._.",33.333333333333336,12,55,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",11,5.0,1
"Don't fancy making us a bacon sandwich, do you? Oh go on, I'll do it next time.  If I live that long.",GARRY,"do n't fancy making us a bacon sandwich , do you ? oh go on , i 'll do it next time . if i live that long .",dont fancy making u bacon sandwich oh go ill next time live long,"VBP RB VB VBG PRP DT NN NN , VB PRP . UH VB IN , PRP MD VB PRP JJ NN . IN PRP VBP IN RB .","Do_VBP n't_RB fancy_VB making_VBG us_PRP a_DT bacon_NN sandwich_NN ,_, do_VB you_PRP ?_. Oh_UH go_VB on_IN ,_, I_PRP 'll_MD do_VB it_PRP next_JJ time_NN ._. If_IN I_PRP live_VBP that_IN long_RB ._.",35.41666666666667,24,101,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",22,1.0,0
What's all this?,MAX,what 's all this ?,whats,WP VBZ DT DT .,What_WP 's_VBZ all_DT this_DT ?_.,50.0,4,16,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",3,1.0,0
Well I was hoping he would be here. Wanted to apologise.Looks like it weren't him that turned my place over.,JACK,well i was hoping he would be here . wanted to apologise.looks like it were n't him that turned my place over .,well hoping would wanted apologise look like werent turned place,RB PRP VBD VBG PRP MD VB RB . VBN TO VB . VBZ IN PRP VBD RB PRP RB VBD PRP$ NN IN .,Well_RB I_PRP was_VBD hoping_VBG he_PRP would_MD be_VB here_RB ._. Wanted_VBN to_TO apologise_VB ._. Looks_VBZ like_IN it_PRP were_VBD n't_RB him_PRP that_RB turned_VBD my_PRP$ place_NN over_IN ._.,18.18181818181818,22,108,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",20,6.0,1
"Well Lauren's grounded, I mean, she ain't going to be here, not after that party. The sooner you reign your Lucy in mate, the better.",MAX,"well lauren 's grounded , i mean , she ai n't going to be here , not after that party . the sooner you reign your lucy in mate , the better .",well laurens grounded mean aint going party sooner reign lucy mate well,"NNP NNP POS JJ , PRP VBP , PRP VBP RB VBG TO VB RB , RB IN DT NN . DT NN PRP VBP PRP$ NNP IN NN , DT JJR .","Well_NNP Lauren_NNP 's_POS grounded_JJ ,_, I_PRP mean_VBP ,_, she_PRP ai_VBP n't_RB going_VBG to_TO be_VB here_RB ,_, not_RB after_IN that_DT party_NN ._. The_DT sooner_NN you_PRP reign_VBP your_PRP$ Lucy_NNP in_IN mate_NN ,_, the_DT better_JJR ._.",51.85185185185185,27,133,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",25,5.0,0
What's wrong with Sean?,TANYA,what 's wrong with sean ?,whats wrong sean,WP VBZ JJ IN NNP .,What_WP 's_VBZ wrong_JJ with_IN Sean_NNP ?_.,60.0,5,23,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",4,0.0,0
Thanks anyway.  For letting me come.,MAX,thanks anyway . for letting me come .,thanks anyway letting come,NNS RB . IN VBG PRP VB .,Thanks_NNS anyway_RB ._. For_IN letting_VBG me_PRP come_VB ._.,33.333333333333336,6,36,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",6,5.0,0
Nice. Only finding accessories is going to be a nightmare.,CHRISTIAN,nice . only finding accessories is going to be a nightmare .,nice finding accessory going nightmare,NNP . RB VBG NNS VBZ VBG TO VB DT NN .,Nice_NNP ._. Only_RB finding_VBG accessories_NNS is_VBZ going_VBG to_TO be_VB a_DT nightmare_NN ._.,45.0,10,58,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",10,9.0,0
Not really.,CLARE,not really .,really,RB RB .,Not_RB really_RB ._.,0.0,2,11,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,1.0,0
What?  Do you mind?  I'm talking with my daughter.,IAN,what ? do you mind ? i 'm talking with my daughter .,mind im talking daughter,WP . VBP PRP VB . PRP VBP VBG IN PRP$ NN .,What_WP ?_. Do_VBP you_PRP mind_VB ?_. I_PRP 'm_VBP talking_VBG with_IN my_PRP$ daughter_NN ._.,20.0,10,50,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",9,4.0,0
Here?  In London?Can I have her number?,STEVEN,here ? in london ? can i have her number ?,london number,RB . IN NNP . MD PRP VBP PRP$ NN .,Here_RB ?_. In_IN London_NNP ?_. Can_MD I_PRP have_VBP her_PRP$ number_NN ?_.,43.75,7,39,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",7,4.0,1
Sean?,STACEY,sean ?,sean,NNP .,Sean_NNP ?_.,100.0,1,5,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
Irish Rugger shirt for you Phil.,ROXY,irish rugger shirt for you phil .,irish rugger shirt phil,JJ NNP NN IN PRP NNP .,Irish_JJ Rugger_NNP shirt_NN for_IN you_PRP Phil_NNP ._.,83.33333333333333,6,32,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,3.0,0
"Rox, it's me.  Call me.",RONNIE,"rox , it 's me . call me .",rox call,"NNP , PRP VBZ PRP . VB PRP .","Rox_NNP ,_, it_PRP 's_VBZ me_PRP ._. Call_VB me_PRP ._.",16.66666666666667,6,23,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",5,2.0,1
You've got that one sewn up... haven't you?,IAN,you 've got that one sewn up ... have n't you ?,youve got one sewn havent,PRP VBP VBN IN CD NN RB . . . VBP RB PRP .,You_PRP 've_VBP got_VBN that_IN one_CD sewn_NN up_RB ._. ._. ._. have_VBP n't_RB you_PRP ?_.,25.0,10,43,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",8,3.0,0
"Hang on, are you saying?",IAN,"hang on , are you saying ?",hang saying,"NNP IN , VBP PRP VBG .","Hang_NNP on_IN ,_, are_VBP you_PRP saying_VBG ?_.",40.0,5,24,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",5,0.0,0
"On my life, I swear I'll never look at anyone else.",MAX,"on my life , i swear i 'll never look at anyone else .",life swear ill never look anyone else,"IN PRP$ NN , PRP VBP PRP MD RB VB IN NN RB .","On_IN my_PRP$ life_NN ,_, I_PRP swear_VBP I_PRP 'll_MD never_RB look_VB at_IN anyone_NN else_RB ._.",37.5,12,51,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",11,5.0,0
"Yeah, well it was either that or your knackers on a plate. But I covered for you, so...  Daddy can get back to plucking his eyebrows now, can't he?",CHRISTIAN,"yeah , well it was either that or your knackers on a plate . but i covered for you , so ... daddy can get back to plucking his eyebrows now , ca n't he ?",yeah well either knacker plate covered daddy get back plucking eyebrow cant,"UH , VBP PRP VBD CC IN CC PRP$ NNS IN DT NN . CC PRP VBD IN PRP , RB . . . NNP MD VB RB TO VBG PRP$ NNS RB , MD RB PRP .","Yeah_UH ,_, well_VBP it_PRP was_VBD either_CC that_IN or_CC your_PRP$ knackers_NNS on_IN a_DT plate_NN ._. But_CC I_PRP covered_VBD for_IN you_PRP ,_, so_RB ._. ._. ._. Daddy_NNP can_MD get_VB back_RB to_TO plucking_VBG his_PRP$ eyebrows_NNS now_RB ,_, ca_MD n't_RB he_PRP ?_.",36.666666666666664,30,147,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",29,4.0,0
Were they holding hands at the table and kissing and everything like that?,STEVEN,were they holding hands at the table and kissing and everything like that ?,holding hand table kissing everything like,WRB PRP VBG NNS IN DT NN CC NN CC NN IN DT .,Were_WRB they_PRP holding_VBG hands_NNS at_IN the_DT table_NN and_CC kissing_NN and_CC everything_NN like_IN that_DT ?_.,69.23076923076923,13,74,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",13,7.0,0
"And neither are you. We're entwined. So what are we going to do?I love you with everything that I am.You and the girls, Oscar... You're all I want. I mean what about the kids they don't want this.  They need us.  You know the best and worst thing about life is that no matter what you do it's always in the past. Everythings always behind.It's like this.  Even the dvd. I mean It's gone. And if we try really hard we could make ourselves believe it was never there.",MAX,"and neither are you . we 're entwined . so what are we going to do ? i love you with everything that i am.you and the girls , oscar ... you 're all i want . i mean what about the kids they do n't want this . they need us . you know the best and worst thing about life is that no matter what you do it 's always in the past . everythings always behind.it 's like this . even the dvd . i mean it 's gone . and if we try really hard we could make ourselves believe it was never there .",neither entwined going love everything girl oscar youre want mean kid dont want need u know best bad thing life matter always past everythings always behind like even dvd mean gone try really hard could make believe never,"CC DT VBP PRP . PRP VBP VBN . IN WP VBP PRP VBG TO VB . PRP VBP PRP IN NN IN PRP VBP . PRP CC DT NNS , NNP . . . PRP VBP DT PRP VBP . PRP VBP WP IN DT NNS PRP VBP RB VB DT . PRP VBP PRP . PRP VBP DT JJS CC JJS NN IN NN VBZ IN DT NN WP PRP VBP PRP VBZ RB IN DT NN . NNS RB IN . PRP VBZ IN DT . RB DT NN . PRP VBP PRP VBZ VBN . CC IN PRP VBP RB JJ PRP MD VB PRP VB PRP VBD RB RB .","And_CC neither_DT are_VBP you_PRP ._. We_PRP 're_VBP entwined_VBN ._. So_IN what_WP are_VBP we_PRP going_VBG to_TO do_VB ?_. I_PRP love_VBP you_PRP with_IN everything_NN that_IN I_PRP am_VBP ._. You_PRP and_CC the_DT girls_NNS ,_, Oscar_NNP ._. ._. ._. You_PRP 're_VBP all_DT I_PRP want_VBP ._. I_PRP mean_VBP what_WP about_IN the_DT kids_NNS they_PRP do_VBP n't_RB want_VB this_DT ._. They_PRP need_VBP us_PRP ._. You_PRP know_VBP the_DT best_JJS and_CC worst_JJS thing_NN about_IN life_NN is_VBZ that_IN no_DT matter_NN what_WP you_PRP do_VBP it_PRP 's_VBZ always_RB in_IN the_DT past_NN ._. Everythings_NNS always_RB behind_IN ._. It_PRP 's_VBZ like_IN this_DT ._. Even_RB the_DT dvd_NN ._. I_PRP mean_VBP It_PRP 's_VBZ gone_VBN ._. And_CC if_IN we_PRP try_VBP really_RB hard_JJ we_PRP could_MD make_VB ourselves_PRP believe_VB it_PRP was_VBD never_RB there_RB ._.",36.734693877551024,97,465,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",89,5.0,2
She's bunked off school.,IAN,she 's bunked off school .,shes bunked school,PRP VBZ VBN RP NN .,She_PRP 's_VBZ bunked_VBN off_RP school_NN ._.,30.0,5,24,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
Is Max alright?,JACK,is max alright ?,max alright,VBZ NNP NN .,Is_VBZ Max_NNP alright_NN ?_.,66.66666666666666,3,15,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",3,1.0,0
It's a much better photo.,PHIL,it 's a much better photo .,much good photo,PRP VBZ DT RB JJR NN .,It_PRP 's_VBZ a_DT much_RB better_JJR photo_NN ._.,50.0,6,25,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",5,2.0,0
"Well, yeah, I do have a lot of plans in my life actually Tanya, but the main one is staying out of prison so...",SEAN,"well , yeah , i do have a lot of plans in my life actually tanya , but the main one is staying out of prison so ...",well yeah lot plan life actually tanya main one staying prison,"RB , UH , PRP VBP VB DT NN IN NNS IN PRP$ NN RB NNP , CC DT JJ NN VBZ VBG IN IN NN RB . . .","Well_RB ,_, yeah_UH ,_, I_PRP do_VBP have_VB a_DT lot_NN of_IN plans_NNS in_IN my_PRP$ life_NN actually_RB Tanya_NNP ,_, but_CC the_DT main_JJ one_NN is_VBZ staying_VBG out_IN of_IN prison_NN so_RB ._. ._. ._.",56.25,24,111,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",24,8.0,0
Alright.,SEAN,alright .,alright,NNP .,Alright_NNP ._.,100.0,1,8,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Alright, ‚Fingers'?  Had a little accident, did we?So... what can I get ya?",SHIRLEY,"alright , ‚fingers ' ? had a little accident , did we ? so ... what can i get ya ?",alright finger little accident get ya,"NNP , NNS POS . VBD DT JJ NN , VBD PRP . RB . . . WP MD PRP VB RB .","Alright_NNP ,_, ‚Fingers_NNS '_POS ?_. Had_VBD a_DT little_JJ accident_NN ,_, did_VBD we_PRP ?_. So_RB ._. ._. ._. what_WP can_MD I_PRP get_VB ya_RB ?_.",40.0,13,75,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",13,7.0,2
"She knows what he's like and yet every time he whistles, she's like a puppy dog.  It's all gonna end in tears and guess who'll end up shovelling the mess....and why is there never anything you want in this damned house!",RONNIE,"she knows what he 's like and yet every time he whistles , she 's like a puppy dog . it 's all gon na end in tears and guess who 'll end up shovelling the mess ... .and why is there never anything you want in this damned house !",know he like yet every time whistle shes like puppy dog gonna end tear guess wholl end shovelling mess never anything want damned house,"PRP VBZ WP PRP VBZ IN CC RB DT NN PRP VBZ , PRP VBZ IN DT JJ NN . PRP VBZ DT NN TO VB IN NNS CC NN WP MD VB RP VBG DT NN . . . . CC WRB VBZ RB RB NN PRP VBP IN DT JJ NN .","She_PRP knows_VBZ what_WP he_PRP 's_VBZ like_IN and_CC yet_RB every_DT time_NN he_PRP whistles_VBZ ,_, she_PRP 's_VBZ like_IN a_DT puppy_JJ dog_NN ._. It_PRP 's_VBZ all_DT gon_NN na_TO end_VB in_IN tears_NNS and_CC guess_NN who_WP 'll_MD end_VB up_RP shovelling_VBG the_DT mess_NN ._. ._. ._. ._. and_CC why_WRB is_VBZ there_RB never_RB anything_NN you_PRP want_VBP in_IN this_DT damned_JJ house_NN !_.",46.808510638297875,47,219,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",41,15.0,0
Of course you did.,CHRISTIAN,of course you did .,course,IN NN PRP VBD .,Of_IN course_NN you_PRP did_VBD ._.,50.0,4,18,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",4,0.0,0
"Hey, I could so pull you.",CLARE,"hey , i could so pull you .",hey could pull,"NNP , PRP MD RB VB PRP .","Hey_NNP ,_, I_PRP could_MD so_RB pull_VB you_PRP ._.",25.000000000000004,6,25,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",6,0.0,0
"We were stupid to think he'd just sign everything over. I mean he's too smart, he's too devious. What was I thinking, trusting him.",TANYA,"we were stupid to think he 'd just sign everything over . i mean he 's too smart , he 's too devious . what was i thinking , trusting him .",stupid think hed sign everything mean he smart he devious thinking trusting,"PRP VBD JJ TO VB PRP MD RB VB NN IN . PRP VBP PRP VBZ RB JJ , PRP VBZ RB JJ . WP VBD PRP VBG , VBG PRP .","We_PRP were_VBD stupid_JJ to_TO think_VB he_PRP 'd_MD just_RB sign_VB everything_NN over_IN ._. I_PRP mean_VBP he_PRP 's_VBZ too_RB smart_JJ ,_, he_PRP 's_VBZ too_RB devious_JJ ._. What_WP was_VBD I_PRP thinking_VBG ,_, trusting_VBG him_PRP ._.",22.22222222222223,27,131,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",24,5.0,0
Hang on. I just wanna say I'm sorry.,SEAN,hang on . i just wan na say i 'm sorry .,hang wanna say im sorry,NNP IN . PRP RB VB NNS VBP PRP VBP JJ .,Hang_NNP on_IN ._. I_PRP just_RB wan_VB na_NNS say_VBP I_PRP 'm_VBP sorry_JJ ._.,40.0,10,36,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",8,3.0,0
Pay back.  A one off. I'd forgive you -,MAX,pay back . a one off . i 'd forgive you -,pay back one id forgive,NNP RB . DT CD NN . PRP MD VB PRP :,Pay_NNP back_RB ._. A_DT one_CD off_NN ._. I_PRP 'd_MD forgive_VB you_PRP -_:,44.44444444444444,9,39,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",8,0.0,0
No lectures.,MAX,no lectures .,lecture,DT NNS .,No_DT lectures_NNS ._.,100.0,2,12,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
Prawn cocktail?  No one offers prawn cocktail as a starter these days.,IAN,prawn cocktail ? no one offers prawn cocktail as a starter these days .,prawn cocktail one offer prawn cocktail starter day,NNP NN . DT NN VBZ JJ NN IN DT JJ DT NNS .,Prawn_NNP cocktail_NN ?_. No_DT one_NN offers_VBZ prawn_JJ cocktail_NN as_IN a_DT starter_JJ these_DT days_NNS ._.,91.66666666666667,12,70,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",12,5.0,0
You disappeared. I though I'd come back for my midnight kiss.,SEAN,you disappeared . i though i 'd come back for my midnight kiss .,disappeared though id come back midnight kiss,PRP VBD . PRP IN PRP MD VB RB IN PRP$ NN NN .,You_PRP disappeared_VBD ._. I_PRP though_IN I_PRP 'd_MD come_VB back_RB for_IN my_PRP$ midnight_NN kiss_NN ._.,37.5,12,61,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",11,6.0,0
... I could take my share out of thestall...,STACEY,... i could take my share out of thestall ...,could take share thestall,. . . PRP MD VB PRP$ NN IN IN NN . . .,._. ._. ._. I_PRP could_MD take_VB my_PRP$ share_NN out_IN of_IN thestall_NN ._. ._. ._.,56.25,8,44,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",8,4.0,1
You're,ROXY,you 're,youre,PRP VBP,You_PRP 're_VBP,0.0,2,6,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,0.0,0
"Certainly not, it was my pleasure.",CLARE,"certainly not , it was my pleasure .",certainly pleasure,"RB RB , PRP VBD PRP$ NN .","Certainly_RB not_RB ,_, it_PRP was_VBD my_PRP$ pleasure_NN ._.",16.66666666666667,6,34,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",6,5.0,0
Of course.,TANYA,of course .,course,IN NN .,Of_IN course_NN ._.,100.0,2,10,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
"Yeah I know.It's a mess innit. But you know what? I like it. And if you've come here with some pathetic sob story from Garry, you can just do one.",MINTY,"yeah i know.it 's a mess innit . but you know what ? i like it . and if you 've come here with some pathetic sob story from garry , you can just do one .",yeah know mess innit know like youve come pathetic sob story garry one,"UH PRP VBP . PRP VBZ DT NN NN . CC PRP VBP WP . PRP IN PRP . CC IN PRP VBP VBN RB IN DT JJ JJ NN IN NNP , PRP MD RB VB CD .","Yeah_UH I_PRP know_VBP ._. It_PRP 's_VBZ a_DT mess_NN innit_NN ._. But_CC you_PRP know_VBP what_WP ?_. I_PRP like_IN it_PRP ._. And_CC if_IN you_PRP 've_VBP come_VBN here_RB with_IN some_DT pathetic_JJ sob_JJ story_NN from_IN Garry_NNP ,_, you_PRP can_MD just_RB do_VB one_CD ._.",42.42424242424242,33,146,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",30,6.0,0
"You leave her alone, she's my best friend. Me and Shirl, we're like, we're like, like two people, you know like...",HEATHER,"you leave her alone , she 's my best friend . me and shirl , we 're like , we 're like , like two people , you know like ...",leave alone shes best friend shirl like like like two people know like,"PRP VBP PRP RB , PRP VBZ PRP$ JJS NN . NNP CC NNP , PRP VBP IN , PRP VBP IN , IN CD NNS , PRP VBP IN . . .","You_PRP leave_VBP her_PRP alone_RB ,_, she_PRP 's_VBZ my_PRP$ best_JJS friend_NN ._. Me_NNP and_CC Shirl_NNP ,_, we_PRP 're_VBP like_IN ,_, we_PRP 're_VBP like_IN ,_, like_IN two_CD people_NNS ,_, you_PRP know_VBP like_IN ._. ._. ._.",41.666666666666664,24,114,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",21,4.0,0
I can handle Max.,TANYA,i can handle max .,handle max,PRP MD VB NNP .,I_PRP can_MD handle_VB Max_NNP ._.,37.5,4,17,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",4,1.0,0
"Abi's guinea pig. It was perfectly healthy when I popped out. I come back, you're sitting there, and the thing's dead.",TANYA,"abi 's guinea pig . it was perfectly healthy when i popped out . i come back , you 're sitting there , and the thing 's dead .",abis guinea pig perfectly healthy popped come back youre sitting thing dead,"NNP POS NN NN . PRP VBD RB JJ WRB PRP VBD RP . PRP VBP RB , PRP VBP VBG RB , CC DT NN POS JJ .","Abi_NNP 's_POS guinea_NN pig_NN ._. It_PRP was_VBD perfectly_RB healthy_JJ when_WRB I_PRP popped_VBD out_RP ._. I_PRP come_VBP back_RB ,_, you_PRP 're_VBP sitting_VBG there_RB ,_, and_CC the_DT thing_NN 's_POS dead_JJ ._.",37.5,24,118,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",21,5.0,0
Don't take me on. You will lose.,MAX,do n't take me on . you will lose .,dont take lose,VBP RB VB PRP IN . PRP MD VB .,Do_VBP n't_RB take_VB me_PRP on_IN ._. You_PRP will_MD lose_VB ._.,18.75,8,32,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",7,1.0,0
I know.,JANE,i know .,know,PRP VBP .,I_PRP know_VBP ._.,0.0,2,7,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
"The night she left, he hit her. He knocked her down.Yeah. But it's me you don't trust.",STEVEN,"the night she left , he hit her . he knocked her down.yeah . but it 's me you do n't trust .",night left hit knocked yeah dont trust,"DT NN PRP VBD , PRP VBD PRP . PRP VBD PRP$ NN . UH . CC PRP VBZ PRP PRP VBP RB VB .","The_DT night_NN she_PRP left_VBD ,_, he_PRP hit_VBD her_PRP ._. He_PRP knocked_VBD her_PRP$ down_NN ._. Yeah_UH ._. But_CC it_PRP 's_VBZ me_PRP you_PRP do_VBP n't_RB trust_VB ._.",17.5,20,86,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",17,1.0,0
No... they're staying over at the hotel. There's the room.,IAN,no ... they 're staying over at the hotel . there 's the room .,theyre staying hotel there room,DT . . . PRP VBP VBG RP IN DT NN . EX VBZ DT NN .,No_DT ._. ._. ._. they_PRP 're_VBP staying_VBG over_RP at_IN the_DT hotel_NN ._. There_EX 's_VBZ the_DT room_NN ._.,58.333333333333336,12,58,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",10,2.0,0
You shouldn't leave this place empty.,SEAN,you should n't leave this place empty .,shouldnt leave place empty,PRP MD RB VB DT NN NN .,You_PRP should_MD n't_RB leave_VB this_DT place_NN empty_NN ._.,50.0,7,37,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",6,2.0,1
For now...,ROXY,for now ...,,IN RB . . .,For_IN now_RB ._. ._. ._.,50.0,2,10,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",2,0.0,0
I'm out of here -,GARRY,i 'm out of here -,im,PRP VBP IN IN RB :,I_PRP 'm_VBP out_IN of_IN here_RB -_:,40.0,5,17,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",4,2.0,0
You're pretty good you ain't you. I know a couple of gyms you could to if you wanted to box regularly.,PHIL,you 're pretty good you ai n't you . i know a couple of gyms you could to if you wanted to box regularly .,youre pretty good aint know couple gym could wanted box regularly,PRP VBP RB JJ PRP VBP RB PRP . PRP VBP DT NN IN NN PRP MD TO IN PRP VBD TO VB RB .,You_PRP 're_VBP pretty_RB good_JJ you_PRP ai_VBP n't_RB you_PRP ._. I_PRP know_VBP a_DT couple_NN of_IN gyms_NN you_PRP could_MD to_TO if_IN you_PRP wanted_VBD to_TO box_VB regularly_RB ._.,32.60869565217392,23,102,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",21,6.0,0
I've just heard. Are you alright?,MINTY,i 've just heard . are you alright ?,ive heard alright,PRP VBP RB VBN . NNP PRP RB .,I_PRP 've_VBP just_RB heard_VBN ._. Are_NNP you_PRP alright_RB ?_.,14.285714285714292,7,33,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",6,0.0,0
You look different Dean. Older.,SHIRLEY,you look different dean . older .,look different dean older,PRP VBP JJ NNP . NNP .,You_PRP look_VBP different_JJ Dean_NNP ._. Older_NNP ._.,60.0,5,31,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",5,7.0,0
